cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
t40,t40_mom_1m_r,0.507183908045977,0.858,116,90,0.49586206896551727,0.5114224137931035,-0.4766666666666667,-0.5133333333333334,0.007183908045977017
t40,leg_eff,0.5055450931157146,0.915,81,59,0.5711279461279462,0.4371794871794872,0.21428571428571427,0.5,0.0055450931157146055
t40,t40_zz20_vs_lasthigh_t,0.4954501915708812,0.915,116,90,0.5132758620689655,0.4698275862068966,-126.5,-126.5,0.004549808429118785
t40,mom_30m_r,0.49636015325670496,0.943,116,90,0.48137931034482756,0.5038793103448276,0.9109943816441712,0.9730571322929851,0.0036398467432950388
t40,t40_zz20_hh,0.4974137931034483,1.0,116,90,0.5317241379310345,0.4556034482758621,1.0,1.0,0.0025862068965517016
t40,htf5_slope_t,0.49789272030651344,0.959,116,90,0.41586206896551725,0.5823275862068965,27.166666666666664,25.166666666666664,0.0021072796934865634
t40,t40_uw_eff,0.49825641025641026,0.974,75,65,0.5899613899613899,0.40964912280701754,0.7972894698554898,0.7921898805057266,0.0017435897435897352
t40,zz20_vs_lasthigh_t,0.4991379310344828,0.981,116,90,0.5272413793103449,0.4650862068965517,-72.84639198082732,-71.01835215055326,0.0008620689655172153
t40,leg_depth_t,0.5008620689655172,0.984,116,90,0.4727586206896552,0.5349137931034482,72.84639198082732,71.01835215055326,0.0008620689655172153
t40,t40_htf5_slope_t,0.5007662835249043,0.985,116,90,0.4482758620689655,0.5525862068965517,23.083333333333336,21.25,0.0007662835249042654
t40,t40_mom_5m_r,0.4992816091954023,0.99,116,90,0.5363793103448276,0.4515086206896552,-0.28,-0.25333333333333335,0.0007183908045976795
t40,above_gxhigh,0.5,1.0,116,90,0.49,0.5125,0.5,0.5,0.0
